Chapter,Character,Dialogue,Character Count
F-1,黄樹,「責任を取るべきだった。せめて傍でお前達に寄り添うことはすべきだったのに‥‥恨んでもいい。僕は親失格だ」,50
F-1,黄樹,「‥‥これが、僕の懺悔だ」,11
F-1,黄樹,「‥‥ここから先は僕の我儘、言っておくが『願い』じゃない。これを聞いたからといって、その通りにする必要はない」,53
F-1,黄樹,「‥‥もし、この時点でお前が聞くに耐えないと判断したら、止めてくれ。‥‥十秒、空ける」,41
F-1,黄樹,「‥‥お前は今、美寿花という存在に納得できていないんだろう」,28
F-1,黄樹,「別に、責めているわけじゃない」,14
F-1,黄樹,「お前にとっては、昔の美寿花となんら変わらない姿をした奴が目の前にいるのだから、混乱もする。素直に受け入れろ、という方が無理な話だ」,64
F-1,黄樹,「‥‥でも、それでいい」,10
F-1,黄樹,「‥‥あの子は、喜んでいた。自分の力が、人の役に立つんだと。お前の力になれるんだと‥‥無邪気な笑顔を浮かべてね」,54
F-1,黄樹,「その笑顔が、誰かの作り物ではないことを‥‥お前が、一番理解しているはずだ」,36
F-1,黄樹,「美寿花と過ごしたあの日々を無意味なものにしたくないと、お前が、一番思っているはずだ」,41
F-1,黄樹,「‥‥だから‥‥もう一度だけ美寿花ちゃんと向き合って、話をしてほしい」,33
F-1,黄樹,「常葉永寿郎が、美寿花ちゃんを連れ戻しに来る前に‥‥お前が納得できるまで」,35
F-1,黄樹,「‥‥これが、僕の我儘だ」,11
F-1,黄樹,「‥‥ここまで、聞いてくれて、感謝する。‥‥最後に‥‥申し訳なかった」,33
F-1,美寿花,「‥‥ん‥‥」,5
F-1,美寿花,「‥‥え‥‥雪翔君‥‥？」,11
F-2,美寿花,「で、出ようか‥‥？」,9
F-2,ラズ,「‥‥よろしいのですか？」,11
F-2,ラズ,「承知いたしました。では‥‥」,13
F-2,黄樹,「いや、僕が出るよ」,8
F-2,黄樹,「偶然休みがとれてね。どうせなら、お前たちとちゃんと話をしようと思っていたんだが‥‥」,41
F-2,黄樹,「‥‥まぁ、それはいい。とりあえず二人はここにいてくれ」,26
F-2,美寿花,「‥‥すいません。ご迷惑をおかけしてしまって」,21
F-2,黄樹,「‥‥いいんだよ。元々僕がまいた種だ。この状況も‥‥」,25
F-2,黄樹,「もしかしたら、この来客も‥‥だな」,16
F-2,美寿花,「‥‥‥‥」,4
F-2,美寿花,「‥‥‥‥‥‥‥‥」,8
F-2,？？？,「すまないね‥‥‥‥いきなり‥‥しまって」,19
F-2,黄樹,「いえいえ、それより今日はどうしたんです？」,20
F-2,永寿郎,「いや何、私の娘が君や君の家族に随分迷惑をかけてしまったからね」,30
F-2,黄樹,「あ～‥‥いえ、そんなことは‥‥」,15
F-2,永寿郎,「今日は謝罪と、娘を連れて帰るつもりで来たんだ」,22
F-2,美寿花,「‥‥雪翔君‥‥？」,8
F-2,永寿郎,「‥‥すまないが、上がってもいいかね？　あの子と話がしたいんだ」,29
F-2,黄樹,「‥‥分かりました」,8
F-2,美寿花,「‥‥お父‥‥さん‥‥？」,11
F-2,永寿郎,「久しぶりだね。美寿花」,10
F-2,永寿郎,「隣にいるのは‥‥薄谷雪翔君、かな」,16
F-2,永寿郎,「本当にすまなかった。うちの美寿花が迷惑かけて」,22
F-2,永寿郎,「君には君の事情があるというのに、部外者が安易に立ち入ってしまった。この子は私が責任を持って家に連れて帰るよ」,53
F-2,永寿郎,「君の事は薄谷教授から聞いている。なんでも声を失ってしまったとか。今まで大変だっただろう？」,44
F-2,永寿郎,「ああすまない。配慮の足りない発言だったね」,20
F-2,永寿郎,「‥‥それにしても、まさか美寿花と『同い年』とは‥‥ね。これからも仲良くしてくれたら嬉しいよ」,45
F-2,永寿郎,「さて、長居するのもなんだし、そろそろ私たちは‥‥」,24
F-2,美寿花,「‥‥ごめんね、雪翔君」,10
F-2,美寿花,「‥‥帰るよ。お父さんと」,11
F-2,美寿花,「‥‥雪翔君」,5
F-2,美寿花,「‥‥こんな形で、お別れになると思ってなかったけど‥‥私は、君に出会えて‥‥本当に良かったと思ってる」,49
F-2,美寿花,「私と出会ってくれて、ありがとう」,15
F-2,美寿花,「私と話をしてくれて、ありがとう」,15
F-2,美寿花,「‥‥『また』私と仲良くなってくれて‥‥本当に、ありがとう」,28
F-2,美寿花,「‥‥少年君は、泣き虫だね」,12
F-2,美寿花,「‥‥ねぇ、私が来た日の事‥‥覚えてる？」,19
F-2,美寿花,「‥‥君はあの日、自分で作った歌を自分で歌ってみたいって‥‥夢を、私に教えてくれた」,40
F-2,美寿花,「ちょっとだけ、欲を言っちゃうんだけど‥‥」,20
F-2,美寿花,「‥‥一番最初に、君の隣でそれを‥‥聴きたかった‥‥な‥‥」,28
F-2,美寿花,「‥‥あれ‥‥おかしいな‥‥」,13
F-2,美寿花,「‥‥こんな別れになっちゃって‥‥ごめんね」,20
F-2,美寿花,「‥‥さよなら」,6
F-3,永寿郎,「‥‥もういいな？　美寿花」,11
F-3,美寿花,「‥‥はい」,4
F-3,永寿郎,「それでは、改めて‥‥」,10
F-3,永寿郎,「私の娘が、お世話になりました」,14
F-3,永寿郎,「‥‥ん？」,4
F-3,永寿郎,「な、なんだ‥‥？」,8
F-3,ラズ,「先ほどの美寿花の態度をご覧になって、何もお感じになられなかったので？」,34
F-3,ロズ,「あんな別れ方で、はいそうですかって行かせるわけないやろ。少なくともウチらはまったく納得してないで」,48
F-3,美寿花,「え？　ロズ、ラズ‥‥」,9
F-3,ラズ,「お帰りの所、申し訳ありませんが‥‥今、全てのドアに鍵をかけております」,34
F-3,ロズ,「せっかくの新機能やし、使える時に使わんとな」,21
F-3,永寿郎,「まさか、Voicer AI‥‥！！」,16
F-3,ロズ,「舞台は整えたで。マスター」,12
F-3,ラズ,「差し出がましい真似なのは存じております、雪翔様。ですが‥‥」,29
F-3,ラズ,「ここが、正念場かと」,9
F-3,黄樹,「まさか、こんな使い方をするとはな‥‥ま、それほどあいつらも思う所があった、ということなんだろうが」,48
F-3,黄樹,「‥‥まだ、迷ってるのか？」,12
F-3,黄樹,「さっきも言ったが‥‥これは僕がまいた種だ」,20
F-3,黄樹,「その種から生まれた芽が、思い通りのものではなくとも‥‥僕はそれを受け入れなくてはいけない‥‥その覚悟も、できている。‥‥だが」,62
F-3,黄樹,「‥‥それは、『雪翔』が納得できる結果という前提だ」,24
F-3,黄樹,「‥‥納得できない‥‥その気持ちはよく分かる。お前の顔みたらな」,30
F-3,黄樹,「‥‥じゃ、どうするか‥‥自分で決めるといい」,21
F-3,美寿花,「‥‥ぇ‥‥？」,6
F-3,美寿花,「雪翔君‥‥今‥‥っ！」,10
F-3,美寿花,「‥‥‥‥」,4
F-3,永寿郎,「ハッ‥‥何を言い出すかと思えば」,15
F-3,永寿郎,「どこをどう見れば、この子が美寿花じゃないと言うんだね‥‥？」,29
F-3,美寿花,「‥‥ごめん。雪翔君‥‥私は‥‥」,15
F-3,美寿花,「雪、翔君‥‥」,6
F-3,永寿郎,「知ったような口を‥‥！　いいか美寿花、周りがどう言おうとお前は私の娘だ。代わりだなんて思うはずがないだろう？」,53
F-3,美寿花,「‥‥‥‥」,4
F-3,永寿郎,「考えてみろ。一緒に家に戻れば、また元のように家族全員で暮らせる。お前が帰るべき場所はここじゃないはずだ」,51
F-3,美寿花,「お父さん‥‥私‥‥」,9
F-3,永寿郎,「美寿花！」,4
F-3,美寿花,「‥‥やっぱり‥‥私‥‥‥‥帰りたくない‥‥！！」,23
F-3,永寿郎,「なっ‥‥」,4
F-3,永寿郎,「な、何を言って‥‥」,9
F-3,美寿花,「‥‥ごめんなさい。お父さん」,13
F-3,美寿花,「‥‥違和感は、感じてた。この力のことだったり‥‥直近以外の記憶が、何故か曖昧だったり‥‥ね」,45
F-3,永寿郎,「‥‥‥‥‥」,5
F-3,美寿花,「‥‥でも、言えなかった。それが人間離れしているっていうことは分かっていたから」,38
F-3,美寿花,「‥‥だから、最初に私がアンドロイドだって分かった時‥‥ショックより、ただひたすら、哀しくなったの」,48
F-3,美寿花,「『ああ、今まで皆は私じゃなくて、死んだ常葉美寿花と話してたんだ』‥‥って」,36
F-3,永寿郎,「そ、そんな事はない！　私たちはいつも‥‥」,19
F-3,美寿花,「じゃあ‥‥どうして私を‥‥『常葉美寿花』として作ったの？」,28
F-3,永寿郎,「そ、れは‥‥」,6
F-3,美寿花,「‥‥別にね、記憶を消されても良かったんだ。それでも、『私』はお父さんの糧になれたから‥‥」,44
F-3,美寿花,「‥‥さっきまでは、ね」,10
F-3,美寿花,「‥‥でも、雪翔君は違った‥‥私を‥‥必要としてくれた‥‥！」,29
F-3,美寿花,「‥‥だから‥‥私は、雪翔君の隣にいたい。‥‥二度と会えなくなるなんて、嫌だよ‥‥」,40
F-3,永寿郎,「‥‥お前は、本当にそれでいいのか？」,17
F-3,永寿郎,「それが、お前の意志なのか？　美寿花」,16
F-3,永寿郎,「君には聞いていない！！」,11
F-3,永寿郎,「今まで‥‥！！　今まで、お前にどれほどの時間と、労力をかけてきたのか分かっているのか！？」,43
F-3,永寿郎,「美寿花がいなくなってから、私はまるで時が止まったような錯覚を覚えた。心に空いた穴が、私たち家族をバラバラにしていくんじゃないかと、不安で不安でたまらなかったんだ‥‥！！」,84
F-3,永寿郎,「だから！　私はこの5年間、全てを投げうってお前を蘇らせるために力を注いだんだ──」,39
F-3,永寿郎,「全てはお前のため‥‥家族のためにやったことなんだぞ‥‥！！　それを今更、こんな形で裏切るつもりか！？」,49
F-3,美寿花,「‥‥‥‥‥」,5
F-3,美寿花,「‥‥ごめんなさい。お父さん」,13
F-3,美寿花,「私は、確かに常葉美寿花だけど‥‥」,16
F-3,美寿花,「‥‥お父さんの、その心の穴を埋めることは‥‥やっぱり出来ないと思う」,33
F-3,永寿郎,「なっ‥‥そ、そんなはずはない！　なら私は今まで何のために──」,29
F-3,黄樹,「娘を、蘇らせる‥‥あなたはさっき、そう言ってましたね」,26
F-3,永寿郎,「えっ‥‥」,4
F-3,黄樹,「‥‥雪翔は、あの事故で大事な母と友達を亡くし、声を失って塞ぎこんでしまった」,37
F-3,黄樹,「そして私は‥‥そんな現実と向き合うことを恐れ、雪翔と接することすらも半ば逃げていた‥‥」,43
F-3,黄樹,「突然家族を失い、絶望に打ちひしがれる‥‥その気持ちは、私も雪翔も分かっているつもりです」,43
F-3,永寿郎,「それなら、私の行動も分かってくれるだろう‥‥！！　君たちだって、もう一度会いたい人がいるはず‥‥」,47
F-3,黄樹,「ですが」,3
F-3,黄樹,「誰かを失って、空いた心の穴を‥‥既に亡くなった誰かを再現して埋めようとする行動には‥‥賛同できません」,50
F-3,黄樹,「死というものは、絶対に動かせない‥‥あらゆる生命に、必ず、平等に訪れるものです」,39
F-3,黄樹,「それを、簡単に否定されてはならない‥‥されるべきではないと、私は思います」,36
F-3,黄樹,「‥‥それに」,5
F-3,黄樹,「それをしてしまえば‥‥その失った誰かをこの上なく傷つけることになりますから」,37
F-3,永寿郎,「‥‥‥‥‥‥‥‥‥‥‥‥‥」,13
F-3,黄樹,「‥‥心に負った傷は、そう簡単に治りません」,20
F-3,黄樹,「でも、だからこそ、私たちは周りの人に支えてもらいながら、傷を背負って生きていくものだと、私は思います。」,51
F-3,永寿郎,「だが‥‥私は時間をかけすぎた。もう、私には何も‥‥」,25
F-3,永寿郎,「え‥‥」,3
F-3,永寿郎,「‥‥‥‥‥‥‥‥‥‥はぁ」,12
F-3,永寿郎,「‥‥いつから、だろうな‥‥」,13
F-3,永寿郎,「‥‥いや‥‥分かってるんだ。全てはあの事故で‥‥私の娘が、死んだと聞いたあの時から‥‥私は、狂ってしまった」,53
F-3,永寿郎,「‥‥『娘を取り戻したい』という思いが‥‥そんな、意味もない願いが‥‥お前を、作り出してしまったんだ‥‥」,51
F-3,美寿花,「‥‥私は、感謝してるよ」,11
F-3,永寿郎,「感謝‥‥だって？」,8
F-3,美寿花,「‥‥そのおかげで、本来生まれなかったはずの私が生まれた」,27
F-3,美寿花,「そのおかげで‥‥雪翔君にも会えた。‥‥死んだ美寿花を曲がりなりにも大切に想っていた心が‥‥私を産んだんだよ」,53
F-3,美寿花,「だから‥‥意味がないなんて、言わないでよ」,20
F-3,永寿郎,「‥‥そうか‥‥」,7
F-3,永寿郎,「‥‥‥‥‥‥」,6
F-3,永寿郎,「‥‥もう、年貢の納め時なのかもしれないな」,20
F-3,美寿花,「‥‥お父さん？」,7
F-4,永寿郎,「美寿花、今まですまなかった」,13
F-4,永寿郎,「もう、無理に帰ってこいとは言わないが‥‥母さんも心配している。時々でいいから家に‥‥」,42
F-4,美寿花,「え？　私はこのまま帰るつもりだけど‥‥？」,19
F-4,永寿郎,「‥‥うん？　そ、そうなのか？」,13
F-4,美寿花,「だって、もう家出する理由なくなったし‥‥私も、家族みんなでまた一緒に過ごしたいとは思ってるんだよ？」,49
F-4,黄樹,「どうした雪翔。随分と不満そう顔だな」,17
F-4,美寿花,「不満って、ちょっと家に帰るだけだよ？　しばらくゆっくりしたら、またご飯作りに来るから」,41
F-4,美寿花,「雪翔君！？　大丈夫！？」,10
F-4,永寿郎,「‥‥雪翔君」,5
F-4,永寿郎,「君にも、本当に申し訳ないことをしてしまった」,21
F-4,永寿郎,「君のことを誤解していた。娘を唆した酷い男だと‥‥失礼な態度をとってしまった。許してくれ」,43
F-4,永寿郎,「‥‥私も、ようやく‥‥目が覚めた。君のおかげだ」,23
F-4,永寿郎,「‥‥美寿花が‥‥」,8
F-4,永寿郎,「‥‥それなら、せめて‥‥」,12
F-4,永寿郎,「ありがとう。美寿花を‥‥私の娘を支えてくれて」,22
F-4,永寿郎,「これからもどうか‥‥美寿花のこと‥‥よろしく、お願いします」,29
F-4,美寿花,「‥‥だ、大丈夫‥‥？　というか、そう！　声！　出せるようになったの！？」,32
F-4,美寿花,「‥‥あ～‥‥それと‥‥さ？　さっき雪翔君が言ってたのって‥‥ってうわ！？」,35
F-4,美寿花,「いや‥‥ううん何でもない！　というか、本当に大丈夫！？」,26
F-4,美寿花,「熱は‥‥なさそうだけど‥‥」,13
F-4,美寿花,「‥‥ありがとうね。私を、必要としてくれて」,20
F-5,ロズ,「‥‥ドアの前で何しとるん？　マスター？」,18
F-5,ロズ,「そんなん今に始まったことやないやろ‥‥」,19
F-5,ラズ,「‥‥私たちとしては、ご主人様が自らの声でお話しになってる事こそ慣れませんが‥‥」,39
F-5,ラズ,「ですね。なにせ昨日はお疲れの様でしたから‥‥」,22
F-5,ロズ,「せやなぁ‥‥」,6
F-5,ロズ,「って、そうやなくて、どうしたん？　下行くんやと思うてたけど」,28
F-5,ロズ,「‥‥いや、マスター‥‥それは‥‥」,16
F-5,ラズ,「こら、辞めておきましょうロズ。ここで変に口を挟むのは野暮というものですわ」,36
F-5,ラズ,「大丈夫です。今は分からなくて良いんですのよ」,21
F-5,ラズ,「‥‥ですが、どうしても聞きたいのであれば‥‥その答えは本人から、ということで」,38
F-5,美寿花,「ごめん、今大丈夫？」,9
F-5,美寿花,「そっか、よかった～。ちょっと話したい事があって‥‥」,25
F-5,美寿花,「あ、これ‥‥この前作ってた曲の続き？」,18
F-5,美寿花,「ほんと！？　じゃあ一緒に歌えるね！」,16
F-5,美寿花,「あれ？　歌詞ついてなかったっけ？」,15
F-5,美寿花,「ふ～ん‥‥あれはあれでいいと思ったんだけどなぁ‥‥」,25
F-5,美寿花,「え～‥‥あ、でもあれは残しといてよ、あの～‥‥」,23
F-5,美寿花,「ふふ‥‥あははっ！」,9
F-5,美寿花,「あ～笑った笑った」,8
F-5,美寿花,「‥‥なんか、変な感じだね。私が触れなくても、雪翔君の声が聞こえる」,32
F-5,美寿花,「‥‥そっか‥‥じゃあもう君の『声』としての役割はおしまいだね」,30
F-5,美寿花,「『俺は』‥‥何？」,8
F-5,美寿花,「‥‥雪翔君、お父さんに連れて行かれそうになった私に何て言ったか‥‥覚えてる？」,38
F-5,美寿花,「‥‥私の事‥‥その‥‥『大好き』って‥‥」,20
F-5,美寿花,「‥‥覚えてなかったんだ‥‥」,13
F-5,美寿花,「というか雪翔君、あれだね。喋れなかった期間が長すぎて、自分の思ってることが自然に口から出ちゃうんだろうね」,52
F-5,美寿花,「そっかぁ‥‥少年君、『大』が付いちゃうほど私の事好きだったのかぁ～」,33
F-5,美寿花,「だって、そうなんでしょ？　あんな流れでスッと言っちゃうくらい想ってたんでしょ？」,38
F-5,美寿花,「あれ、意外と素直に認めたね」,13
F-5,美寿花,「‥‥ふ～ん‥‥」,7
F-5,美寿花,「‥‥‥‥」,4
F-5,美寿花,「‥‥お願いがあるんだけど、さ」,14
F-5,美寿花,「‥‥もう一回、言ってほしいな‥‥君の声で」,20
F-5,美寿花,「‥‥ただの『好き』？」,10
F-5,美寿花,「‥‥‥‥」,4
F-5,美寿花,「‥‥‥‥‥‥‥‥‥‥」,10
F-5,美寿花,「‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥」,24
F-5,美寿花,「私も、大好きだよ‥‥！　雪翔！！」,15
F-5,ラズ,「相変わらずといいますか、やはりご主人様は基礎体力を付けた方が‥‥」,32
F-5,ロズ,「ほらはよマスター、あとちょっとやで！　ファイトやでファイト！！」,30
F-5,美寿花,「‥‥なんか、ごめんね？　私がこんなこと言い出したばっかりに‥‥」,30
F-5,美寿花,「‥‥‥‥」,4
F-5,美寿花,「え、本当！？」,6
F-5,美寿花,「‥‥や‥‥や‥‥」,8
F-5,美寿花,「やったね！　雪翔君！！」,10
F-5,ラズ,「ついに、ですか‥‥本当にお疲れ様です」,18
F-5,ロズ,「にしても長かったな〜。今までで一番時間かけたんちゃうん？」,28
F-5,美寿花,「ちょっと聞いてみていい！？」,13
F-5,美寿花,「あ、じゃあさ、記念にどこか遊びに行こうよ！」,21
F-5,美寿花,「誘うにしても、もう少し近い場所にすればよかったね」,24
F-5,美寿花,「さっきロズが言ってたけど、本当にもう少しだから。頑張ろう？　ね？」,31
F-5,美寿花,「そうだよ。まぁどんな場所かは見てからのお楽しみ！　‥‥なんだけど」,31
F-5,美寿花,「考えてみれば、水族館の時とか、あと大学だって。私ばっかり雪翔くん連れ回しちゃってるんだよね～‥‥」,48
F-5,美寿花,「‥‥あ、う、うん‥‥」,10
F-5,美寿花,「しょっ、しょーがないなー少年君は！　そういう事ならこれからもお姉ちゃんが色んなところに連れてってあげるからね！」,54
F-5,ラズ,「はいはいお二人とも。仲がいいのは結構ですが、目的を見失ってませんこと？」,35
F-5,ロズ,「イチャイチャせずにはよ行こうや〜。このままやと日が暮れてまうで？」,32
F-5,美寿花,「‥‥あ、見えてきた！！」,11
F-5,美寿花,「そ、彼岸花だよ、全部。10月の始めまでしか咲いてないみたいでさ、どうしても見に行きたかったんだよね～」,50
F-5,美寿花,「さ、行こう雪翔君！　もっと綺麗に見える場所があるから！」,26
F-5,美寿花,「大丈夫大丈夫！　ちゃんと握ってるから！！」,19
F-5,美寿花,「はぁ‥‥はぁ‥‥ハハハッ、ちょっとはしゃぎすぎたね」,25
F-5,美寿花,「ん～？」,3
F-5,美寿花,「う～ん‥‥ちょっと違うかな」,13
F-5,美寿花,「運命じゃない。『今度は逃げなかったから』今がある‥‥でしょ？」,30
F-5,美寿花,「いや〜私に難聴系ヒロインは無理だね。力で言いたい事全部分かっちゃうから」,35
F-5,美寿花,「‥‥『あの美寿花』との約束は果たせなかったとしても、『私』との約束は果たしてくれた」,41
F-5,美寿花,「それは、雪翔君が逃げずに立ち向かった、何よりの証拠でしょ？」,29
F-5,美寿花,「そんな君を見て‥‥私は、生まれて初めて恋をしました」,25
F-5,美寿花,「だから──」,5
F-5,美寿花,「‥‥い、いいの〜？　そんなこと約束しちゃって。もしかしたら～なんてことも‥‥」,37
F-5,美寿花,「だ、だってこういう時どう言えばいいのか分かんなくて‥‥！！」,29
F-5,美寿花,「‥‥そっか」,5
F-5,美寿花,「じゃ、じゃあ私も誓う！！」,12
F-5,美寿花,「雪翔君に何があっても、ずっと一緒だから！　絶対一緒に幸せになる‥‥から‥‥」,36
F-5,美寿花,「なんか言ってよ～！！」,10
F-5,美寿花,「ほら言ったでしょ！？」,10
F-5,文永,「ここって‥‥」,6
F-5,美寿花,「そう、花畑。いつか行ってみたいって言ってたでしょ？」,25
F-5,美寿花,「私もね、好きなんだ〜。こういう‥‥自然？　なのかな。そんなのが広がってる場所」,37
F-5,美寿花,「文永～？」,4
F-5,美寿花,「文永ってば、早すぎだよ。見失うかと思ったじゃん」,23
F-5,美寿花,「雪翔君なんて走りすぎて軽くグロッキーになってるし‥‥」,26
F-5,文永,「あ‥‥すいません。ちょっと、じっとしていられなくて」,25
F-5,美寿花,「まぁ、気持ちは分からなくもないけど‥‥」,19
F-5,美寿花,「‥‥このお墓が、そうなの？」,13
F-5,美寿花,「‥‥私たちも」,6
F-5,文永,「はい。どうせならみずねぇが好きな花を‥‥と。これでも私、結構花には詳しいんで」,38
F-5,美寿花,「そうなんだ‥‥あ、じゃあ」,12
F-5,美寿花,「これってもしかして、カキツバタ？」,16
F-5,文永,「え？　違うよ。これはアヤメ。みずねぇも私も好きだったから‥‥」,29
F-5,美寿花,「ふーん‥‥あれ、でもこれ花びらの根元白いよ？」,22
F-5,美寿花,「そうなのかな？　私の場合、ただ知ってるってだけだからね」,26
F-5,文永,「あれ、アヤメってこういう模様なんじゃ‥‥」,20
F-5,美寿花,「え、どうだったっけ‥‥もうちょっと違う模様だった気がするけど」,30
F-5,文永,「ぜ、絶対勘違いだよそれ！　私の記憶では白だった！」,23
F-5,美寿花,「ホントかなぁ‥‥文永、妙な所で意地張るからなぁ‥‥」,25
F-5,文永,「ほ、ホントだもん！　意地なんて張ってないから！」,22
F-5,美寿花,「‥‥‥‥」,4
F-5,文永,「‥‥‥‥」,4
F-5,美寿花,「‥‥フフッ」,5
F-5,文永,「アハハハハ！！」,7
F-5,美寿花,「ちょっと待って、今行く！　ほら文永、行こう！」,21
F-5,文永,「‥‥あ～‥‥ごめん。もうちょっとだけ、ここにいていい？　すぐに追いつくから」,36
F-5,美寿花,「え？　‥‥うん。分かった」,11
F-5,文永,「さて‥‥」,4
E-4b,美寿花,「ゆ、雪翔君？」,6
E-4b,美寿花,「え‥‥」,3
E-4b,美寿花,「私も‥‥ごめんね」,8
E-4b,美寿花,「長い間、ずっと置いていっちゃって‥‥ほんとうに、ごめんなさい」,30
E-4b,美寿花,「もう、絶対に離れたりしないから‥‥だから」,20
E-4b,美寿花,「ただいま。雪翔君」,8
E-4b,ロズ,「マスター、そろそろ‥‥って」,13
E-4b,ラズ,「あら。起きてましたの？」,11
E-4b,ロズ,「ならはよ下行けばええのに‥‥美寿花が心配するで？」,24
E-4b,ラズ,「午前7時4分。急げばまだ十分大学に間に合いますが‥‥」,26
E-4b,美寿花,「‥‥‥えっと」,6
E-4b,美寿花,「お、美味しい‥‥？」,9
E-4b,美寿花,「ちょっと、昨日の事思い出してて‥‥ほら、私勢いづいちゃって色々言っちゃったでしょ？　それで‥‥」,46
E-4b,美寿花,「考え事してたら、トーストが真っ黒になっちゃって‥‥焦げたところ削れば、大丈夫かなーって」,43
E-4b,美寿花,「あっ、今日学校どうする？」,12
E-4b,美寿花,「‥‥そっか」,5
E-4b,美寿花,「ご、ごめんね？　まだ体調も悪いだろうし‥‥」,20
E-4b,美寿花,「じゃ、行ってくるね」,9
E-4b,ラズ,「行ってらっしゃいませ」,10
E-4b,ロズ,「気を付けるんやで～」,9
E-4b,美寿花,「‥‥雪翔君」,5
E-4b,美寿花,「‥‥入るね？」,6
E-4b,美寿花,「‥‥また作ってたんだ。曲」,12
E-4b,美寿花,「見ても、いいかな？」,9
E-4b,美寿花,「もしかして、今日一日ずっとやってたの？」,19
E-4b,美寿花,「ああって‥‥ちゃんとご飯食べた？　作り置きしといたけど」,26
E-4b,美寿花,「ホントかな‥‥雪翔君、集中したらご飯の事なんて忘れそうだもん」,30
E-4b,美寿花,「‥‥え？」,4
E-4b,美寿花,「‥‥ねぇ、雪翔君」,8
E-4b,美寿花,「‥‥今日、高校は早帰りだったみたいでさ。文永、いつもより大分早く帰ってたの」,37
E-4b,美寿花,「そしたらさ、帰り道の途中に‥‥」,15
E-4b,美寿花,「スーパーから出てきた、君を見たらしくて」,19
E-4b,美寿花,「‥‥両手に大量に荷物抱えて、話しかけようとしたけど、あまりに深刻そうな顔で話しかけられなかった‥‥って」,51
E-4b,美寿花,「‥‥勘違いだったら、それでいい。‥‥でも、どうにも嫌な予感がして‥‥」,34
E-4b,美寿花,「‥‥え？」,4
E-4b,文永がこのことを父親に話すとは限らないが‥‥そんな,「可能性」,3
E-4b,美寿花,「な、何‥‥？」,6
E-4b,美寿花,「‥‥なっ‥‥」,6
E-4b,美寿花,「何を‥‥そんな急に‥‥」,11
E-4b,美寿花,「事情‥‥？」,5
E-4b,美寿花,「待って‥‥待ってよ！」,10
E-4b,美寿花,「それって、ここから出ていくってことだよね‥‥？　ここを出て、あの人の手の届かないどこか遠い場所に‥‥って」,51
E-4b,美寿花,「黄樹さんには何て言うの？　そんなの、許してくれるわけがないでしょ‥‥！」,34
E-4b,美寿花,「でも‥‥！」,5
E-4b,美寿花,「っ‥‥‥‥？」,6
E-4b,美寿花,「‥‥‥‥」,4
E-4b,美寿花,「‥‥おかしいよ」,7
E-4b,美寿花,「‥‥なんで‥‥そこまでして‥‥」,15
E-4b,美寿花,「えっ‥‥！？」,6
E-4b,美寿花,「‥‥‥‥‥‥‥‥何、それ‥‥」,14
E-4b,美寿花,「‥‥はぁ」,4
E-4b,美寿花,「‥‥分かった。うん‥‥そうだね」,15
E-4b,美寿花,「私も、君との記憶を消されたくないし‥‥何より、私は常葉美寿花として、生きなきゃいけない」,43
E-4b,美寿花,「一緒に、逃げようか。雪翔君」,13
E-4b,美寿花,「雪翔君‥‥？」,6
E-4b,美寿花,「うん。まだちょっと違和感があるけど‥‥」,19
E-4b,美寿花,「‥‥‥」,3
E-4b,美寿花,「あの、ごめんね？」,8
E-4b,美寿花,「その‥‥結局今日は私の我儘に付き合ってもらっちゃったっていうか」,31
E-4b,美寿花,「今更だけど、雪翔君的にはよかったのかな‥‥って」,23
E-4b,美寿花,「え、雪翔く──」,7
E-4b,美寿花,「‥‥‥」,3
E-4b,美寿花,「うん」,2
E-4b,美寿花,「私も、離れないから」,9
E-4b,美寿花,「今日はもう寝ちゃう？」,10
E-4b,美寿花,「そっか」,3
E-4b,美寿花,「‥‥‥」,3
E-4b,美寿花,「ねぇ」,2
E-4b,美寿花,「雪翔君は、私の事‥‥‥‥」,12
E-4b,美寿花,「‥‥‥」,3
E-4b,美寿花,「‥‥ごめん。なんでもない」,12
